transaction_id,product_id,sales_amount,sales_date
1211,1009,235.19,2024-09-27
1212,1002,254.49,2024-09-28
1213,1006,45.38,2024-09-29
1214,1003,345.37,2024-09-30
1215,1002,256.58,2024-10-01
1216,1007,384.92,2024-10-02
1217,1003,247.79,2024-10-03
1218,1000,83.2,2024-10-04
1219,1005,327.65,2024-10-05
1220,1009,94.47,2024-10-06
1221,1000,437.47,2024-10-07
1222,1004,310.43,2024-10-08
1223,1006,87.03,2024-10-09
1224,1005,481.55,2024-10-10
1225,1001,264.0,2024-10-11
1226,1003,45.72,2024-10-12
1227,1001,317.15,2024-10-13
1228,1000,134.07,2024-10-14
1229,1002,403.81,2024-10-15
1230,1002,410.73,2024-10-16
1231,1006,489.68,2024-10-17
1232,1000,255.92,2024-10-18
1233,1008,232.93,2024-10-19
1234,1005,379.2,2024-10-20
1235,1003,74.91,2024-10-21
1236,1002,277.99,2024-10-22
1237,1002,277.66,2024-10-23
1238,1001,53.84,2024-10-24
1239,1001,214.81,2024-10-25
1240,1009,428.11,2024-10-26
1241,1004,429.52,2024-10-27
1242,1008,58.63,2024-10-28
1243,1001,54.45,2024-10-29
1244,1001,138.72,2024-10-30
1245,1005,438.64,2024-10-31
1246,1009,73.16,2024-11-01
1247,1001,362.8,2024-11-02
1248,1003,59.57,2024-11-03
1249,1005,315.34,2024-11-04
1250,1004,184.47,2024-11-05
1251,1000,396.57,2024-11-06
1252,1005,124.51,2024-11-07
1253,1000,323.21,2024-11-08
1254,1002,125.48,2024-11-09
1255,1009,359.69,2024-11-10
1256,1004,438.1,2024-11-11
1257,1009,72.13,2024-11-12
1258,1004,434.63,2024-11-13
1259,1009,300.85,2024-11-14
1260,1005,72.28,2024-11-15
1261,1009,219.5,2024-11-16
1262,1007,88.82,2024-11-17
1263,1004,353.17,2024-11-18
1264,1000,381.85,2024-11-19
1265,1004,61.84,2024-11-20
1266,1002,258.01,2024-11-21
1267,1003,409.17,2024-11-22
1268,1007,468.72,2024-11-23
1269,1006,261.62,2024-11-24
1270,1004,475.64,2024-11-25
1271,1001,272.49,2024-11-26
1272,1005,203.15,2024-11-27
1273,1005,425.62,2024-11-28
1274,1009,251.56,2024-11-29
1275,1009,241.23,2024-11-30
1276,1005,250.25,2024-12-01
1277,1008,424.92,2024-12-02
1278,1007,417.65,2024-12-03
1279,1007,207.72,2024-12-04
1280,1000,173.32,2024-12-05
1281,1004,251.04,2024-12-06
1282,1006,290.66,2024-12-07
1283,1005,126.79,2024-12-08
1284,1004,399.04,2024-12-09
1285,1007,248.38,2024-12-10
1286,1002,173.68,2024-12-11
1287,1005,62.34,2024-12-12
1288,1004,127.03,2024-12-13
1289,1007,475.15,2024-12-14
1290,1003,159.5,2024-12-15
1291,1007,92.74,2024-12-16
1292,1009,235.73,2024-12-17
1293,1001,160.47,2024-12-18
1294,1008,27.23,2024-12-19
1295,1008,168.34,2024-12-20
1296,1009,276.61,2024-12-21
1297,1009,280.34,2024-12-22
1298,1005,184.71,2024-12-23
1299,1003,229.18,2024-12-24
1300,1003,483.1,2024-12-25
1301,1005,194.9,2024-12-26
1302,1004,136.53,2024-12-27
1303,1005,129.3,2024-12-28
1304,1006,234.3,2024-12-29
1305,1006,382.16,2024-12-30
1306,1008,110.93,2024-12-31
1307,1007,357.56,2025-01-01
1308,1005,20.36,2025-01-02
1309,1005,215.28,2025-01-03
1310,1004,390.17,2025-01-04
1311,1000,175.98,2025-01-05
1312,1008,286.23,2025-01-06
1313,1008,110.44,2025-01-07
1314,1008,373.58,2025-01-08
1315,1007,35.62,2025-01-09
1316,1009,427.75,2025-01-10
1317,1002,107.12,2025-01-11
1318,1000,438.46,2025-01-12
1319,1007,182.74,2025-01-13
1320,1006,364.11,2025-01-14
1321,1004,166.42,2025-01-15
1322,1009,453.9,2025-01-16
1323,1006,72.05,2025-01-17
1324,1009,97.47,2025-01-18
1325,1003,251.58,2025-01-19
1326,1008,50.15,2025-01-20
1327,1009,106.03,2025-01-21
1328,1001,472.45,2025-01-22
1329,1008,488.48,2025-01-23
1330,1008,194.37,2025-01-24
1331,1004,462.41,2025-01-25
1332,1000,276.96,2025-01-26
1333,1006,142.17,2025-01-27
1334,1009,354.18,2025-01-28
1335,1009,332.86,2025-01-29
1336,1003,494.67,2025-01-30
1337,1008,139.87,2025-01-31
1338,1005,339.31,2025-02-01
1339,1002,35.49,2025-02-02
1340,1005,65.69,2025-02-03
1341,1009,11.92,2025-02-04
1342,1005,499.74,2025-02-05
1343,1004,403.11,2025-02-06
1344,1001,395.49,2025-02-07
1345,1009,259.77,2025-02-08
1346,1009,157.03,2025-02-09
1347,1001,84.12,2025-02-10
1348,1006,149.49,2025-02-11
1349,1001,194.23,2025-02-12
1350,1005,380.59,2025-02-13
1351,1004,274.43,2025-02-14
1352,1003,47.97,2025-02-15
1353,1006,18.83,2025-02-16
1354,1007,60.14,2025-02-17
1355,1003,211.14,2025-02-18
1356,1000,467.26,2025-02-19
1357,1000,322.33,2025-02-20
1358,1000,402.89,2025-02-21
1359,1000,238.52,2025-02-22
1360,1004,187.22,2025-02-23
1361,1003,63.12,2025-02-24
1362,1008,439.21,2025-02-25
1363,1002,393.75,2025-02-26
1364,1006,92.38,2025-02-27
1365,1007,261.01,2025-02-28
1366,1005,248.81,2025-03-01
1367,1009,316.29,2025-03-02
1368,1000,473.63,2025-03-03
1369,1007,294.09,2025-03-04
1370,1009,274.71,2025-03-05
1371,1002,34.66,2025-03-06
1372,1007,40.82,2025-03-07
1373,1003,101.8,2025-03-08
1374,1007,25.91,2025-03-09
1375,1000,374.24,2025-03-10
1376,1002,364.43,2025-03-11
1377,1005,76.67,2025-03-12
1378,1008,419.68,2025-03-13
1379,1001,85.85,2025-03-14
1380,1000,157.58,2025-03-15
1381,1009,132.0,2025-03-16
1382,1002,192.43,2025-03-17
1383,1003,134.79,2025-03-18
1384,1004,249.59,2025-03-19
1385,1002,209.63,2025-03-20
1386,1009,493.42,2025-03-21
1387,1001,37.4,2025-03-22
1388,1001,79.67,2025-03-23
1389,1006,35.88,2025-03-24
1390,1008,316.66,2025-03-25
1391,1009,36.71,2025-03-26
1392,1001,419.86,2025-03-27
1393,1006,260.85,2025-03-28
1394,1006,268.23,2025-03-29
1395,1006,285.18,2025-03-30
1396,1002,93.7,2025-03-31
1397,1006,106.87,2025-04-01
1398,1000,166.22,2025-04-02
1399,1009,300.81,2025-04-03
1400,1000,112.96,2025-04-04
1401,1004,67.0,2025-04-05
1402,1001,485.36,2025-04-06
1403,1008,20.77,2025-04-07
1404,1006,403.32,2025-04-08
1405,1003,396.14,2025-04-09
1406,1003,155.63,2025-04-10
1407,1001,76.46,2025-04-11
1408,1004,81.36,2025-04-12
1409,1003,351.74,2025-04-13
1410,1000,324.98,2025-04-14
1411,1007,393.55,2025-04-15
1412,1002,469.37,2025-04-16
1413,1005,349.04,2025-04-17
1414,1003,86.37,2025-04-18
1415,1008,129.29,2025-04-19
1416,1006,422.67,2025-04-20
1417,1008,112.56,2025-04-21
1418,1009,45.54,2025-04-22
1419,1002,354.61,2025-04-23
1420,1000,207.24,2025-04-24
1421,1004,460.82,2025-04-25
1422,1002,328.62,2025-04-26
1423,1005,54.31,2025-04-27
1424,1007,474.45,2025-04-28
1425,1003,136.69,2025-04-29
1426,1004,175.23,2025-04-30
1427,1004,207.11,2025-05-01
1428,1003,35.1,2025-05-02
1429,1003,253.29,2025-05-03
1430,1003,70.43,2025-05-04
1431,1003,206.48,2025-05-05
1432,1003,181.85,2025-05-06
1433,1004,388.69,2025-05-07
1434,1001,403.55,2025-05-08
1435,1001,85.17,2025-05-09
1436,1008,189.61,2025-05-10
1437,1001,192.94,2025-05-11
1438,1005,84.19,2025-05-12
1439,1001,401.24,2025-05-13
1440,1004,356.54,2025-05-14
1441,1003,103.29,2025-05-15
1442,1006,189.69,2025-05-16
1443,1006,61.84,2025-05-17
1444,1005,317.82,2025-05-18
1445,1009,69.47,2025-05-19
1446,1004,493.11,2025-05-20
1447,1000,392.53,2025-05-21
1448,1002,201.22,2025-05-22
1449,1008,293.5,2025-05-23
1450,1000,456.56,2025-05-24
1451,1004,281.51,2025-05-25
1452,1001,95.5,2025-05-26
1453,1003,195.56,2025-05-27
1454,1000,423.14,2025-05-28
1455,1002,325.66,2025-05-29
1456,1009,328.85,2025-05-30
1457,1006,434.74,2025-05-31
1458,1009,448.05,2025-06-01
1459,1002,460.7,2025-06-02
1460,1003,56.48,2025-06-03
1461,1001,276.62,2025-06-04
1462,1002,372.85,2025-06-05
1463,1008,380.89,2025-06-06
1464,1002,307.29,2025-06-07
1465,1004,91.73,2025-06-08
1466,1001,400.74,2025-06-09
1467,1003,362.85,2025-06-10
1468,1006,52.21,2025-06-11
1469,1006,237.27,2025-06-12
1470,1002,95.25,2025-06-13
1471,1004,175.36,2025-06-14
1472,1000,18.86,2025-06-15
1473,1009,206.16,2025-06-16
1474,1009,279.44,2025-06-17
1475,1009,313.6,2025-06-18
1476,1000,335.11,2025-06-19
1477,1004,419.78,2025-06-20
1478,1009,115.58,2025-06-21
1479,1008,69.04,2025-06-22
1480,1000,427.25,2025-06-23
1481,1000,86.74,2025-06-24
1482,1003,487.63,2025-06-25
1483,1003,422.84,2025-06-26
1484,1001,255.43,2025-06-27
1485,1008,490.9,2025-06-28
1486,1008,57.71,2025-06-29
1487,1001,158.5,2025-06-30
1488,1008,322.73,2025-07-01
1489,1005,181.5,2025-07-02
1490,1007,464.9,2025-07-03
1491,1009,42.16,2025-07-04
1492,1003,279.21,2025-07-05
1493,1001,299.52,2025-07-06
1494,1001,329.84,2025-07-07
1495,1008,135.28,2025-07-08
1496,1000,188.64,2025-07-09
1497,1006,423.4,2025-07-10
1498,1002,105.52,2025-07-11
1499,1002,415.17,2025-07-12
1500,1001,285.7,2025-07-13
