transaction_id,product_id,sales_amount,sales_date
259,1008,10.09,2024-09-15
260,1001,310.85,2024-09-16
261,1000,312.05,2024-09-17
262,1007,234.15,2024-09-18
263,1002,204.5,2024-09-19
264,1006,233.14,2024-09-20
265,1009,213.33,2024-09-21
266,1007,367.94,2024-09-22
267,1005,76.32,2024-09-23
268,1009,106.84,2024-09-24
269,1008,98.45,2024-09-25
270,1006,138.61,2024-09-26
271,1009,267.38,2024-09-27
272,1004,64.49,2024-09-28
273,1007,435.4,2024-09-29
274,1001,155.71,2024-09-30
275,1006,89.64,2024-10-01
276,1003,341.05,2024-10-02
277,1008,28.66,2024-10-03
278,1000,313.78,2024-10-04
279,1006,352.12,2024-10-05
280,1005,115.31,2024-10-06
281,1007,30.56,2024-10-07
282,1004,188.19,2024-10-08
283,1000,58.31,2024-10-09
284,1000,67.07,2024-10-10
285,1008,134.59,2024-10-11
286,1009,154.78,2024-10-12
287,1005,269.69,2024-10-13
288,1009,342.41,2024-10-14
289,1004,300.46,2024-10-15
290,1000,82.7,2024-10-16
291,1005,94.32,2024-10-17
292,1005,440.6,2024-10-18
293,1002,283.59,2024-10-19
294,1007,436.27,2024-10-20
295,1000,192.06,2024-10-21
296,1000,311.06,2024-10-22
297,1005,266.6,2024-10-23
298,1009,166.37,2024-10-24
299,1000,240.26,2024-10-25
300,1005,256.22,2024-10-26
301,1000,108.38,2024-10-27
302,1005,164.36,2024-10-28
303,1002,397.79,2024-10-29
304,1007,458.74,2024-10-30
305,1005,186.3,2024-10-31
306,1000,160.42,2024-11-01
307,1004,105.65,2024-11-02
308,1007,342.46,2024-11-03
309,1002,168.32,2024-11-04
310,1005,494.0,2024-11-05
311,1004,169.59,2024-11-06
312,1005,203.13,2024-11-07
313,1009,305.63,2024-11-08
314,1000,402.83,2024-11-09
315,1006,240.06,2024-11-10
316,1008,217.1,2024-11-11
317,1001,497.86,2024-11-12
318,1009,15.14,2024-11-13
319,1004,448.58,2024-11-14
320,1009,83.08,2024-11-15
321,1003,395.1,2024-11-16
322,1005,312.79,2024-11-17
323,1005,177.51,2024-11-18
324,1001,438.2,2024-11-19
325,1001,16.32,2024-11-20
326,1003,121.08,2024-11-21
327,1000,287.78,2024-11-22
328,1008,182.26,2024-11-23
329,1006,309.08,2024-11-24
330,1006,21.81,2024-11-25
331,1002,67.06,2024-11-26
332,1002,72.28,2024-11-27
333,1000,102.75,2024-11-28
334,1002,235.07,2024-11-29
335,1002,378.54,2024-11-30
336,1003,453.71,2024-12-01
337,1003,419.33,2024-12-02
338,1002,106.48,2024-12-03
339,1009,226.16,2024-12-04
340,1007,107.71,2024-12-05
341,1007,139.59,2024-12-06
342,1000,256.74,2024-12-07
343,1006,43.37,2024-12-08
344,1001,116.91,2024-12-09
345,1000,468.34,2024-12-10
346,1002,238.4,2024-12-11
347,1003,228.24,2024-12-12
348,1005,17.14,2024-12-13
349,1009,131.23,2024-12-14
350,1004,434.48,2024-12-15
351,1003,90.67,2024-12-16
352,1007,213.41,2024-12-17
353,1003,17.02,2024-12-18
354,1009,244.38,2024-12-19
355,1001,20.3,2024-12-20
356,1002,411.61,2024-12-21
357,1005,414.18,2024-12-22
358,1007,395.99,2024-12-23
359,1007,148.85,2024-12-24
360,1008,420.25,2024-12-25
361,1006,276.07,2024-12-26
362,1001,193.17,2024-12-27
363,1007,316.41,2024-12-28
364,1006,16.05,2024-12-29
365,1007,80.05,2024-12-30
366,1002,373.72,2024-12-31
367,1006,129.64,2025-01-01
368,1009,303.02,2025-01-02
369,1008,198.7,2025-01-03
370,1002,428.85,2025-01-04
371,1009,476.68,2025-01-05
372,1005,442.95,2025-01-06
373,1001,142.6,2025-01-07
374,1001,105.14,2025-01-08
375,1004,242.47,2025-01-09
376,1004,13.59,2025-01-10
377,1006,22.65,2025-01-11
378,1001,281.11,2025-01-12
379,1006,265.02,2025-01-13
380,1004,497.35,2025-01-14
381,1005,108.9,2025-01-15
382,1007,136.47,2025-01-16
383,1009,65.63,2025-01-17
384,1003,459.6,2025-01-18
385,1006,391.13,2025-01-19
386,1005,412.95,2025-01-20
387,1009,452.35,2025-01-21
388,1001,267.2,2025-01-22
389,1007,231.08,2025-01-23
390,1009,171.89,2025-01-24
391,1008,298.72,2025-01-25
392,1004,232.6,2025-01-26
393,1009,231.27,2025-01-27
394,1003,469.09,2025-01-28
395,1005,492.18,2025-01-29
396,1007,400.28,2025-01-30
397,1002,380.81,2025-01-31
398,1009,343.47,2025-02-01
399,1000,91.38,2025-02-02
400,1003,38.96,2025-02-03
401,1003,348.46,2025-02-04
402,1000,367.11,2025-02-05
403,1008,33.02,2025-02-06
404,1002,464.75,2025-02-07
405,1004,54.66,2025-02-08
406,1005,150.09,2025-02-09
407,1007,339.47,2025-02-10
408,1005,93.24,2025-02-11
409,1002,37.15,2025-02-12
410,1005,172.26,2025-02-13
411,1000,385.33,2025-02-14
412,1003,212.7,2025-02-15
413,1005,329.96,2025-02-16
414,1006,294.01,2025-02-17
415,1009,20.89,2025-02-18
416,1002,494.38,2025-02-19
417,1008,30.3,2025-02-20
418,1006,484.22,2025-02-21
419,1000,279.43,2025-02-22
420,1001,481.95,2025-02-23
421,1000,66.23,2025-02-24
422,1008,250.3,2025-02-25
423,1008,93.06,2025-02-26
424,1006,34.98,2025-02-27
425,1009,312.59,2025-02-28
426,1002,111.81,2025-03-01
427,1004,297.97,2025-03-02
428,1003,65.06,2025-03-03
429,1006,172.67,2025-03-04
430,1008,393.0,2025-03-05
431,1001,224.16,2025-03-06
432,1007,317.6,2025-03-07
433,1008,327.25,2025-03-08
434,1009,423.44,2025-03-09
435,1009,169.21,2025-03-10
436,1008,346.77,2025-03-11
437,1009,481.19,2025-03-12
438,1006,367.82,2025-03-13
439,1008,250.04,2025-03-14
440,1008,319.05,2025-03-15
441,1002,372.44,2025-03-16
442,1003,310.02,2025-03-17
443,1001,18.17,2025-03-18
444,1009,105.44,2025-03-19
445,1002,407.13,2025-03-20
446,1004,143.6,2025-03-21
447,1004,368.47,2025-03-22
448,1005,192.34,2025-03-23
449,1006,265.72,2025-03-24
450,1006,43.31,2025-03-25
451,1000,98.8,2025-03-26
452,1001,479.03,2025-03-27
453,1008,446.17,2025-03-28
454,1009,329.61,2025-03-29
455,1001,235.23,2025-03-30
456,1005,341.12,2025-03-31
457,1000,313.12,2025-04-01
458,1002,288.59,2025-04-02
459,1001,39.0,2025-04-03
460,1002,320.07,2025-04-04
461,1004,386.77,2025-04-05
462,1009,497.1,2025-04-06
463,1005,15.43,2025-04-07
464,1008,367.78,2025-04-08
465,1009,290.18,2025-04-09
466,1003,222.69,2025-04-10
467,1006,72.51,2025-04-11
468,1005,210.45,2025-04-12
469,1001,183.64,2025-04-13
470,1009,158.39,2025-04-14
471,1007,368.13,2025-04-15
472,1006,353.36,2025-04-16
473,1006,298.62,2025-04-17
474,1007,469.95,2025-04-18
475,1000,181.43,2025-04-19
476,1000,129.46,2025-04-20
477,1007,331.39,2025-04-21
478,1003,107.42,2025-04-22
479,1004,164.36,2025-04-23
480,1007,120.06,2025-04-24
481,1004,43.89,2025-04-25
482,1009,415.47,2025-04-26
483,1003,134.72,2025-04-27
484,1005,241.78,2025-04-28
485,1004,31.22,2025-04-29
486,1006,352.68,2025-04-30
487,1009,171.97,2025-05-01
488,1006,374.92,2025-05-02
489,1003,212.08,2025-05-03
490,1004,105.92,2025-05-04
491,1002,261.46,2025-05-05
492,1003,73.95,2025-05-06
493,1003,225.86,2025-05-07
494,1002,165.48,2025-05-08
495,1009,456.86,2025-05-09
496,1004,39.86,2025-05-10
497,1004,350.07,2025-05-11
498,1006,99.55,2025-05-12
499,1003,166.33,2025-05-13
500,1003,213.6,2025-05-14
